@rowCount	3396
w	d	n	t	g	r	b	q	s	v
baxso	$x_{1}$ reflects Malay-Indonesian common language/culture in aspect $x_{2}$.	See also {meljo}, {bindo}.	gismu	Malay-Indonesian	baxs;baxso		QPRQNNPNQMSKONUOPONPQKNOOPSQQQKUMPMRLNRNMLQKQNOPKNNPLMQMNQNNQPOQNOOOLPKORPMMSMNQMTOMMPLMMOPOOPONNOPMRSPROLMKRMLLMKONNNOOPMNNQMQOPNPKMKOMLMRPJNOTMTJPMSNNPKPPJQPNPNJKPNNLNNPOOONLLOPLPOQNOONPPKQLQNNPOPOPPRPMPPPWMOPIPSQJPNLQLPMOORMNLMTQMQKKKPOMPSNTPONSOLOMPQQMNOMJNJPQRMMUMOQLOLRMQPUSQMMOMNONNSRPOLORJOKONPORNKLNONOPNMORKRNONMOOLSPMNPPPLPPKORPQQOMMPSNQQMQONQLPTNQQSNOQRSNQLJNPNPPPOSQNZVPQ
bebna	$x_{1}$ is foolish/silly in event/action/property [folly] (ka) $x_{2}$; $x_{1}$ is a fool.	See also {fenki}, {xajmi}, {prije}, {fliba}.	gismu	foolish	beb;bebn;bebna		OSSNOOUNRQULSNQPLMPRRPOPNOONOPMRNPRPQORNMLPPOROONONONPSQMPOORSQQLPPNMPPONPKJQOMQHQPLOOKNQNQNQVRQOLIPQSIOROOLONPLSLLQINMOQRPQOJOOQSLLLLPOMMQLJPMRQQSNLSOMPQRQPRPQQQMMMNLOJMLOOPPLLLOLSTQJPPKMNNNOLLMONOQQNOQLPMNRMNLPNPVMPMIOPNJONRMTNKSNPMGLLNRMSMLTPLLLMQQMONNQLNQPNLLKOMQPPLOLONPOQPQOQLOPPNMRLRMUROQQJNNQNOSPROONKNORMPKNPPMOKPQLNJQMRLPPLNNMOQORSRNJNQNRNPONQQOOQOPQRNOPOLPNPLPPMNNPQQLNTPPO
bemro	$x_{1}$ reflects North American culture/nationality/geography in aspect $x_{2}$.	See also {merko}, {kadno}, {xispo}, {mexno}.	gismu	North American	bem;be'o;bemr;bemro		TNQNOMPIRMSLROQPOMPOPMQSQNRPQRMTNQMSONPPJLSQPSNQLPQQMNSPPNMROPQQPPKNLLPNNQLLRNKPNUQOPPJNLOOQPRPLPOLLRRMQNKNNOMPLKONNMOOLMQLNPLQOROONLOONMMTPJPOTKRIQLQOOMKNPJOOOPOMLQQNPOPMQOOOOMMPOQMQLPQNMMLTLPMNQOQQQTTPPONSRJONLNPULPLJMNMLONMMLOISSNOKKOSPLQTLTPKLNLQNNOMOPPOKQOLOOPNOUPONMHOPNQPSQPMONNPNOKNQPSMNTKKKPPOOOKKNSOPNQPPNPGNMONNMONSQOQQNOLMOKPSPRQQNNMPMPMKPMOOOORNQNSNNSQLOQMRPNMOSQPPRPURPM
bende	$x_{1}$ is a crew/team/gang/squad/band of persons $x_{2}$ directed/led by $x_{3}$ organized for purpose $x_{4}$.	($x_1$ is a mass; $x_2$ is a set completely specified); Also orchestra (= {zgibe'e}, {balzgibe'e}), outfit; $x_3$ conductor; business, not necessarily incorporated (= {cajbe'e}, {venbe'e}).  See also {gunma}, {girzu}, {dansu}, {jatna}, {jitro}, {kagni}, {kamni}, {minde}, {ralju}, {cecmu}, {gidva}.	gismu	association;band;club;crew;team	bed;be'e;bend;bende		NLOQLOQLQNUKTMQNQKPONNKRONLMPOJRRSPWQMORLLQOPSNOKQPOPQPOMOMNNRRQKNMQPPSMQQNPUMOMNPONNSLPJQLOSPNSPOOOPSONLLPNQKOLLKMOMPMOOPLNONOOONPLPNNOJQPOKSPNOPMNLSLOPROQLPNSOQKMNMOOONIQLOMLPLNPQPTKPSLMPOOSPMQNSLMNRRPMNPOSLOMMOQVOMMHQPQLOQRPLQMRNOTKNKMQPPPLQOLPQNORNNNONONNNMQMJQMORNONNJONMRMRQIMONRMMTLOLOMPPPLSJKJMSROONROMSXOQONONOOONOMNJMMUORLOONMMPPPPOOOORMPJQNOMOPROHPPQNPRPOOMMKNOMMNQQRQNPRQM
bengo	$x_{1}$ reflects Bengali/Bangladesh culture/nationality/language in aspect $x_{2}$.	See also {xindo}.	gismu	Bengali	beg;beng;bengo		RPPSOOOMQKRJRPSQPLOMQONNOLNQSPOVONONLORLNPPNPRRTKOMNNNQMPOMNQSOOMPONMONLOSMKSNLPKQRMNOKLLNONQQPLPOPMPQNSNMONPMONNMONMOMQNQNNMJQOQNOJOMPNMLSMLPOSKTLPKRNOPMSRJQPNNLKLNOLOSPNPNRLMLNPNNPQNRQNOOIQMONNPNONPSSNNPNQUNOOHOQQJMLMQNRNOORNNOLTPPRKLJPPORSMUMMMPLONMPPOLNMMOMJQPOPOTROQLLLSLSPSORPNNOQPNKRQOQMNRLPHRMQNQLLLPPNMQSONPNQROMKMQNQOLPONNKONMOOQQROPNOOLQMLQQONNRVLRQTNNQQMNPLIRNNSPQKQQOYTRO
benji	$x_{1}$ transfers/sends/transmits $x_{2}$ to receiver $x_{3}$ from transmitter/origin $x_{4}$ via means/medium $x_{5}$.	[also possibly "sharing"; no (complete) alienation from origin is implied]; [$x_5$ carrier]; (cf. {muvdu}, {dunda}, {mrilu}, {nirna}, {xruti}, {cradi}, {tivni}, {preja}, cmavo list {be'i}, {bevri}, {mrilu}, {tcana}).	gismu	send;transfer;transmit	bej;be'i;benj;benji	be'i;se be'i;te be'i;ve be'i;xe be'i	PMNOOLROPNULUQNMPMOQPQNRSNOMRPISLSLROMNPLJPPMQOPKNNQLXQNMQNOMTQOMOLSNPONKRPLSQMONOQLNSMPMMLOPQMLOLQOQSMOJLONQONLLKJRJQONMNLMOKROLRNPKRNOPMKOKSQNOMRRRQMNPNLLOPMRNOMPOLOORMHPOPMHNONMPNSINQLQOKROTMMNMPJRPROMLNPPKOKNPRONMPLPPNNONTMOKMSPPSJMNLMNROMOMKMNOQRSONPNPRMRRSMLOONTOOKMMLSOOLPSRMSJRLNNMPTPPPPROMPONOMPONQPRNQONLNRPMNOMJMLNQNMSLJONPSPPPONOOOPPQNRRKPNOPPQRMNNRNMRSNRPOMTOPPNOOOQOPTRQ
bersa	$x_{1}$ is a son of mother/father/parents $x_{2}$ [not necessarily biological].	Also filial.  See also {verba}, {nanla}, {nakni}, {nanmu}, {patfu}, {mamta}, {bruna}, {rirni}, {rorci}, {panzi}, {tixnu}.	gismu	son	bes;be'a;bers;bersa		OMQQNLPNSOVKRPQSNMMQOQSNOQONQRLPPPOQPOTPMMQNPQOONRKPLVRQNKKMNSQPLONKORROMSLPTNNPKSQOMQNMIRNMRRPNQMJKOQORMLMMPMMJMNKSLOONPRNPRILOOQONKPOPKLNLKNNPLOQRMUMMPNQROPNPNOKNONLQNMMONLMKMKQOQOPKMRHQQIRSMLMQPQOMQNQLPONQLOOMNPQONMIOPOKOMPPOMJSQPQILMLOROPPRPONNOPPQPOMPPOOOLNOLQNQTROOOMPONQORRPMPOQNOSLRLRPPOPKPNPJNPPNNQOOHQRPOPNMLNOPNOKNNRNSPMQLORJOQQPSPOQMPOPLOPPONNOQLORSMLQRMPQOPQPMKMQOSMLUTVN
berti	$x_{1}$ is to the north/northern side [right-hand-rule pole] of $x_{2}$ according to frame of reference $x_{3}$.	See also {snanu}, {stici}, {stuna}, {farna}.	gismu	north	ber;bert;berti		POQNPOQMTNUORONNKLPQOPPPPQMNSQLQKPOQQKQQMMSPOWNPNPONMPRTPLQPQROOPMKNLMNLMLKPUOOLMUQOQQJMSPPNQSNOOPKNSOMPNMNNPLNKNLMOMOPMLPMOONOOPQRLLNLQMSRMKNNNONJQNPLNMONOKPOMONLNQPMQNMJQOQOLOKNOSOSLMTKPPNPPPLLMQOOPTVOMLQQRITMNRLSNOMIMPPKOMPMLILSQMPLMNQSMORKPNJNPMQSOMNIMPNLMJLQNQQTSOOLPMOLNTOPOLMRPPONONQRQSMNVMMLOQNQMKNNOOLPQOMMOJPQONOOLORPLQNQPMLONNPPTROSPLPOROMPNQNRPNNRQQMNQOQPQLLPPQOPSRNMORUMN
besna	$x_{1}$ is a/the brain [body-part] of $x_{2}$; [metaphor: intelligence, mental control].	Also cerebral.  See also {menli}, {stedu}, {rango}, {pensi}.	gismu	brain	ben;besn;besna		POQQNNTLTPUMRMSONKNSNSOOPSNKQRQOMOPSQKPMLLOOQTLNLKLPNQPQOPKPNQVONQLLMPSLOONNRLRMMRNPOPMPMRNNPQPOPNMNPQMRLNQMQJNKMMOPLQPMOPNOSJLOOOOMKOQNKQPKKTPPKPNLMOLPMPONLPKRNOKMRPMQRNMOMPOLNJMNTQSMLTNPRNLPONMOOPOPTQOLOOLSPONLSRTMNMKOPLIOMOLPNMRNNPJJMPSMMMOSNNONNQNPQOLPNMONNKMNPKQTQPLOLPNNNNOONMQNQLPSLRQSQNOSOPPOLORPNNNMPNLSMILMLPLOMNPKQPQNSPRMNPKNMRSNVOONPNMRINOOOPTMRLMQRONQQPPOPNQONOPQQPLNTWQK
betfu	$x_{1}$ is a/the abdomen/belly/lower trunk [body-part] of $x_{2}$; [metaphor: midsection].	Also stomach (= {djaruntyrango}), digestive tract (= {befctirango}, {befctirangyci'e}).  See also {cutne}, {livga}, {canti}.	gismu	abdomen	bef;be'u;betf;betfu		RORRMJQOTITMUOQMPMNQNQPPQLPOORONRPQPQPSMLLNOOTMOKPNMMQPPLOLMQQTOMMOOMPPNOPLMSOOQNSMNLSMOJLOMRQLPQLPOOPRRKNMNPJOMNNORONPQJPOPRKMOLOPLKNPNMPQMMPQQKPKOJOMOPQONMNNQRRJNOQMRPMPONONLOLPOTMOKMOJOPLOOJMLPPTKPTRQLNOMROOQOSQQNPOGQMSOOPSLQLLQQLOLNNNUPPMNSKLOINQTOQNLPPMNKJKNKQLPUNNRPMMOJRQRSNLQNMMPQMPNOLNPQMPOQKNPQLONMPMKRMKOPNOOOLNLLOQPMTQNMMNKNLRPRQOQMPOPTMLOPQRNPRLNQRJQOQPPRRPPMPOOPPPNPTTQN
betri	$x_{1}$ is a tragedy/disaster/tragic for $x_{2}$.	See also {badri}, {xlali}, {morsi}, {binra}.	gismu	tragedy	bet;betr;betri		PQSONRRQUNROTNPPKONPPTMPNOPPNRMMNQRQQMNPLMONQOLNOOORONRNNMOMPSQPQNQNOTNORSJNVNMSOPPMMRKLPQNPUUMOPMMPOPNNNKLNONOMQKOQHKOPNPKQNKPOPPONMNLNKNPLJMMPMPLPLOQNLRRONQOPPNNMKPLQLPJORPQMMHNOPQRMPOONRKSNPNQNPOOQSOOMPLPRLMQQQQQJMQJNRLLOOTJNOLQPNRIKLPQPSOLRPNKNMQQONLQQLPOQNKNNPOORPPRMPNNKPPPRPKMPMNMTKPNNQOOPIOLPKROQMNPONNPSNPKMQOPONNMKNNPOSRLQJQMNSPNPQQNLPPLPKMQNMPMOSMROSROSOOOPNONMMMTORRONWRQK
a	logical connective: sumti afterthought or.		cmavo	and/or;or;sumti or			QNLOLQQMRQPNPPMSOQRLPOMNRPNMTQMPMOPNMQONNIOMPQLNOOPSLOROJQLPNMNQSQNSNSRPORLRSNQOLUOPQRPKMOMORSWOLOPPORMLPNOMOMPKQMKRQRTHOONNPGOONPOPOQLOLMMLKQPLRMHLPPORPMUMNOQLNONPPLNOLQNNQPMPLOPOSNOPPSNPLNQNLRJNTOLSQRQLNRPNOOOSRRNMNOOQRPNONPOQPLPJSRPLQNORMMOTNQPJRQQPIPOLKMQQQKKNMNPOMLNOLNPMONQONMLNNLQOONMMMOPSMONQNMQNIPPNOQQPPSNRQMJONMJLTJQOLNPQMMRLRLMQRPITMQPPPQQSMPNRPSNOPNORPNMMKKOMPMQNORNQONQN	A
a'a	attitudinal: \n{a'a} - attentive\n{a'acu'i} - inattentive\n{a'anai} - avoiding.	See also {jundi}, {rivbi}.	cmavo	attentive			PMRSSRUNSOUORONNSNMONRSSQLMLROLPQPNSNPOMLLPMNPMLJMMQLOQQNMMONOKPNRPKPURQQSQMSMNOLONPOMMPOPOMPRONRLKNRRNTPKKIOLMHOLHRNMQLRPNNPJQOQMMMNPMMOQPOKQPNNQLOLRNNOMNMLRNOJQJNMPRNOQNQRPPOLNPPSNNMQSJPRKQPOMKJPONRPQOMPNRLLNPRNOTQOPKNOPNOMMPQMNRPORMNLPPQRPLQROMPMQOMMLLPPLLRNQHQQMMPROMLJRPOSMQQPINLTPONOQNRQMMQMLKONPRLMOPOMORQQPNTMONONNMMRMOPPNNPRPOMRPLRRTMJOPMTPPRPKNLQSLMMQLNTRNNMQONQONPPQNLORRNR	UI1
a'a cu'i	attitudinal: \n{a'a } - attentive\n{a'a cu'i} - inattentive\n{a'a nai} - avoiding.		cmavo-compound	inattentive			PMRRRSTORPUOQQNOSNMOMRSSPMMMROLPQOMROPNMMLPMMPLLKMKOMORQONOPMOLPNRPLQURQPRQNSLNNKPMPONMQPPNLNQOMPLJNRQMTPKLIOLMHOMHQOMRLSOOMPJQORNNMNOMMPPPOLRPNMRLOMSOMOMOMMRNPIPJMMPRONPNPQPPPMNOQRLMNRRKQQLPQPMLIQNNQOPOLQMQLMOORONSPNPLNOQLOMNORONPOORLOMOQQSQLPROLPMQOPMLJOPMMQNPHQQNMPROMMISOPRMPQPJNMSOPNNQNRQLNRMLLONPQLNOPPMPRQQPNTLPNONNMNRMOPNONORQOMRPLRRSNJOONTPRRQJOLQTMLMPKMTRONLQONQPOQQRMLPRTNR	UI*1
a'a nai	attitudinal: \n{a'a } - attentive\n{a'a cu'i} - inattentive\n{a'a nai} - avoiding.		cmavo-compound	avoiding			ONSRSRTMSOVOSOOORNMOMRRSOLMMSOMPPPMSNPOMKLPLNPLLKMKPMORPNNNONOLOMSOLRWQROSQNSLNOLONQONLOPOOLPQONQLJORQMSPJLIOLNIOMHQPNRLRPNNPJPOQNMLNPMNOQQOLQQMMRKPMQONONOMNSMPIQJNMPRNNQNQQPPPMMPQRMMLQRJQQJQQPMKJPNNQOPOKQMRLNOOQOMTPOOKNOPLOMMPPNMQOOQLNMPQQSOLQSNLQMROOMLKOPKLQMRIQQMLPROLMJROORMPPPJNMSPPNNQORRLORMLLONPRLNPQOMQQQQPNTMPMONNNNQMOPONOOQQOMRPLRRTMKOPNTPQRPKPLRSMLMQKNSRONLQONPOOQQRMKPRSNS	UI*1
bloti	$x_{1}$ is a boat/ship/vessel [vehicle] for carrying $x_{2}$, propelled by $x_{3}$.	See also {falnu}, {fulta}, {marce}, {jatna}, {sabnu}.	gismu	boat	lot;blo;lo'i;blot;bloti		LOQROMRNQMVNSOPRNLMQPSNPOOOLQQLPLQOTQJPOLKRPPQNOLPNOMPONNPNPQVRQKLKPNSQNMRLJTOQQKQOOMRMNLQNLRSLOOQMNQTOQLONKRKMKLKIPHNNNPNOORLQONPOLNNOPJQPPHRQLOLLLPPNMPOQQNRNPMPJLNNLQNLJQKNPKOKONPQQIOQJMMMSQPNQOQPPOSNPNPNNQJMMPOORMPNHONNMOPSMNNKTNMNFLNQTORPMSQLOQPRRNPNMOROKNOQNLQJPVOPOPPOQMROQPMLPNPMNPJOQNOKORNRLMMNQQONONMMPSPOOQLPOONMQLMOQPTMQNMPMNQQPOROPOLOMPOKOPNQQRPLOPQRNQPROONNQNOPPUOQMOQRRO
bolci	$x_{1}$ is a ball/sphere/orb/globe [shape/form] of material $x_{2}$; $x_{1}$ is a spherical object [made of $x_{2}$].	Also round.  See also {bliku}, {cukla}, {bidju}, {gunro}.	gismu	ball	bol;boi;bolc;bolci		PNSPPLTOTNSNQORLNMMQQQPRPSQNQPKPKRPRPMROLKSOOULOLNNMKRRQNOOMOQSQLNLMNOPPNPMLQNORLSOPLQMPMNQPPROOPNMPRQPQNLOLTONJMLIPMPLMOOONPOMOOPQNJOPQNNMPJPQPQOMRLONONQOPJPSONRKNNOLNNJKPNOMKNISOPOSMMPKMRMQPNMOOOOQPQSPMQMQSLPNILQUMPNGMNPHOLOKQPMOONPLMMORPPJLTPMNNIRRMQRMOQNLKQINKQMOUOKPPMONMROQRKLRONMPTMRNPNOOSMPPNOPSQOQORPKPSKQNPNSOOOOPMLNQOQMNMLOOPLSQRSORMNPNPLJMRNRMORLORSNMOQQPNLONROOORRPNNOPPO
bongu	$x_{1}$ is a/the bone/ivory [body-part], performing function $x_{2}$ in body of $x_{3}$; [metaphor: calcium].	$x_2$ is likely an abstract: may be structure/support for some body part, but others as well such as the eardrum bones; the former can be expressed as (tu'a le <body-part>); cartilage/gristle (= {ranbo'u}), skeleton (= {bogygreku}).  See also {greku}, {denci}, {jirna}, {sarji}.	gismu	bone	bog;bo'u;bong;bongu		LNSQMLSNSNTNSNPLONLQQROPQMNOSSMNPMNTPLPNNMQOQSMMLQOONPOQMMKNSRSQNONMLNQMRSNNUMOPNRNNMTMPLONQPQPPQPONPRSOMLJOPMQIMNLQLNMPNPLLPKLONPPJLOOOJRPOKQOSMOMPOPMRNNNMKOKPNOMIOPMQSMPOPONNOIQQRQOKLNIQQKPQKNMNNPPLSSNMPQLSNOMNPQRLRKHNKNKOPRONOMQOORMNMMRQQNMSONQNMQQMPPLNPOLMNJONRJRTNOMOLORNSNQRMLPPROPSLPNOLPNRNQLQLJQQLMPOONMVNLNOKPROOPNIJPRNTRONNOMQNQOKQNOMNNMTJPPNOOQQSILOQMMROOQQQQQPLKMRPPPPQQSN
